datetime,city,temperature,humidity,pressure,wind_speed,rainfall,aqi,status
2025-01-09 00:00:00,Jaipur,26,47,981,1.4,31.7,192,Rainy
2025-01-09 01:00:00,Kolkata,29,91,1013,20.7,58.3,299,Cloudy
2025-01-09 02:00:00,Chennai,38,94,1006,14.8,83.2,324,Rainy
2025-01-09 03:00:00,Ahmedabad,19,67,1025,12.3,7.0,162,Clear
2025-01-09 04:00:00,Jaipur,31,70,1032,3.7,80.8,117,Rainy
2025-01-09 05:00:00,Jaipur,31,77,1022,5.5,32.7,89,Clear
2025-01-09 06:00:00,Ahmedabad,30,88,998,20.9,3.1,132,Sunny
2025-01-09 07:00:00,Mumbai,41,41,1024,17.0,99.6,192,Cloudy
2025-01-09 08:00:00,Delhi,41,87,1005,21.8,100.5,201,Storm
2025-01-09 09:00:00,Jaipur,36,66,981,15.9,35.4,334,Sunny
2025-01-09 10:00:00,Ahmedabad,26,45,1023,23.6,1.3,118,Fog
2025-01-09 11:00:00,Chennai,34,36,980,13.4,99.4,125,Rainy
2025-01-09 12:00:00,Pune,42,69,1013,16.2,19.3,45,Fog
2025-01-09 13:00:00,Hyderabad,39,39,993,10.0,81.1,38,Sunny
2025-01-09 14:00:00,Hyderabad,42,53,1018,17.5,107.4,183,Rainy
2025-01-09 15:00:00,Chennai,21,39,1017,5.4,6.7,156,Clear
2025-01-09 16:00:00,Chennai,41,84,1026,23.3,100.3,243,Sunny
2025-01-09 17:00:00,Hyderabad,27,79,997,20.6,85.1,205,Storm
2025-01-09 18:00:00,Hyderabad,38,35,1026,18.1,0.3,290,Rainy
2025-01-09 19:00:00,Mumbai,24,84,1014,8.0,80.6,220,Sunny
2025-01-09 20:00:00,Bengaluru,24,93,1012,7.0,52.1,137,Cloudy
2025-01-09 21:00:00,Kolkata,24,59,1035,22.0,109.5,63,Fog
2025-01-09 22:00:00,Jaipur,34,25,1024,7.3,4.9,299,Cloudy
2025-01-09 23:00:00,Jaipur,42,63,999,6.3,86.2,179,Cloudy
2025-01-10 00:00:00,Kolkata,19,79,992,18.2,16.9,120,Sunny
2025-01-10 01:00:00,Chennai,42,89,1030,22.1,66.9,150,Fog
2025-01-10 02:00:00,Hyderabad,30,92,1014,18.4,95.2,107,Fog
2025-01-10 03:00:00,Chennai,30,51,1002,17.5,81.2,54,Sunny
2025-01-10 04:00:00,Pune,26,95,1001,20.1,118.0,270,Rainy
2025-01-10 05:00:00,Delhi,34,72,1022,11.1,12.6,311,Sunny
2025-01-10 06:00:00,Ahmedabad,28,89,986,17.5,101.7,316,Cloudy
2025-01-10 07:00:00,Pune,33,53,1004,0.7,108.5,40,Fog
2025-01-10 08:00:00,Pune,31,94,1026,14.0,25.1,154,Fog
2025-01-10 09:00:00,Kolkata,30,38,1023,16.9,20.3,161,Storm
2025-01-10 10:00:00,Bengaluru,40,49,1023,19.8,109.4,204,Storm
2025-01-10 11:00:00,Mumbai,19,73,1017,13.8,95.5,55,Fog
2025-01-10 12:00:00,Jaipur,23,28,1004,6.1,21.0,103,Storm
2025-01-10 13:00:00,Ahmedabad,35,59,1018,3.0,27.7,171,Cloudy
2025-01-10 14:00:00,Pune,34,63,1020,9.2,9.3,113,Fog
2025-01-10 15:00:00,Kolkata,35,27,1001,22.9,28.5,72,Clear
2025-01-10 16:00:00,Kolkata,35,91,1027,17.7,65.2,70,Cloudy
2025-01-10 17:00:00,Kolkata,20,26,1011,15.8,1.1,213,Fog
2025-01-10 18:00:00,Lucknow,29,80,989,16.0,22.8,125,Cloudy
2025-01-10 19:00:00,Chennai,24,48,991,6.9,41.9,255,Fog
2025-01-10 20:00:00,Jaipur,35,65,1021,8.6,69.4,119,Fog
2025-01-10 21:00:00,Bengaluru,32,92,1020,8.3,109.4,286,Fog
2025-01-10 22:00:00,Kolkata,22,64,1010,20.2,30.6,278,Clear
2025-01-10 23:00:00,Lucknow,38,25,1017,23.8,69.8,92,Sunny
2025-01-11 00:00:00,Kolkata,21,60,1015,24.6,70.1,40,Storm
2025-01-11 01:00:00,Lucknow,33,79,1035,22.1,119.3,230,Storm
2025-01-11 02:00:00,Mumbai,24,55,1015,22.9,68.4,333,Fog
2025-01-11 03:00:00,Jaipur,30,69,1003,1.9,33.2,284,Clear
2025-01-11 04:00:00,Mumbai,39,51,986,6.0,24.0,275,Storm
2025-01-11 05:00:00,Pune,36,43,1026,21.4,38.7,76,Storm
2025-01-11 06:00:00,Ahmedabad,41,65,1028,16.1,27.1,90,Rainy
2025-01-11 07:00:00,Mumbai,23,27,985,3.0,5.7,38,Clear
2025-01-11 08:00:00,Jaipur,39,33,1014,7.3,64.4,314,Rainy
2025-01-11 09:00:00,Delhi,22,47,1013,17.9,9.8,173,Clear
2025-01-11 10:00:00,Mumbai,31,56,1035,4.9,79.2,153,Fog
2025-01-11 11:00:00,Kolkata,36,86,1009,14.4,85.6,222,Clear
2025-01-11 12:00:00,Hyderabad,39,85,980,13.7,48.8,46,Sunny
2025-01-11 13:00:00,Ahmedabad,36,47,998,24.7,2.9,264,Clear
2025-01-11 14:00:00,Hyderabad,23,79,1032,17.7,33.7,310,Fog
2025-01-11 15:00:00,Lucknow,18,85,1025,12.1,53.0,343,Storm
2025-01-11 16:00:00,Jaipur,39,90,1035,8.7,88.7,113,Cloudy
2025-01-11 17:00:00,Jaipur,21,49,982,2.3,26.6,142,Rainy
2025-01-11 18:00:00,Ahmedabad,32,45,1015,8.5,15.1,81,Clear
2025-01-11 19:00:00,Pune,23,92,1010,9.4,61.7,87,Cloudy
2025-01-11 20:00:00,Bengaluru,38,89,1002,20.5,54.0,185,Cloudy
2025-01-11 21:00:00,Pune,39,75,1008,12.7,96.4,206,Sunny
2025-01-11 22:00:00,Jaipur,41,79,993,20.8,101.5,149,Storm
2025-01-11 23:00:00,Lucknow,42,60,1023,21.7,70.0,60,Storm
2025-01-12 00:00:00,Ahmedabad,19,56,982,11.7,101.7,80,Sunny
2025-01-12 01:00:00,Lucknow,32,94,997,16.7,28.1,337,Storm
2025-01-12 02:00:00,Kolkata,28,58,1022,12.2,46.1,86,Rainy
2025-01-12 03:00:00,Delhi,34,85,1009,6.5,12.7,270,Clear
2025-01-12 04:00:00,Delhi,34,94,1031,12.7,117.3,100,Fog
2025-01-12 05:00:00,Hyderabad,26,69,997,7.2,79.3,35,Storm
2025-01-12 06:00:00,Kolkata,31,27,992,17.7,56.0,144,Cloudy
2025-01-12 07:00:00,Delhi,26,41,1032,21.5,84.7,331,Cloudy
2025-01-12 08:00:00,Delhi,28,66,984,19.7,16.1,167,Clear
2025-01-12 09:00:00,Mumbai,35,71,1022,5.6,60.3,120,Storm
2025-01-12 10:00:00,Hyderabad,23,46,1034,6.5,39.3,303,Cloudy
2025-01-12 11:00:00,Ahmedabad,33,74,1012,20.2,39.7,51,Rainy
2025-01-12 12:00:00,Pune,31,35,1029,2.7,117.3,311,Cloudy
2025-01-12 13:00:00,Delhi,29,80,1001,1.4,79.8,148,Storm
2025-01-12 14:00:00,Chennai,41,55,1000,23.1,4.4,128,Sunny
2025-01-12 15:00:00,Jaipur,27,58,1022,5.9,99.7,227,Storm
2025-01-12 16:00:00,Mumbai,37,51,1003,10.2,80.3,61,Clear
2025-01-12 17:00:00,Delhi,36,59,997,16.8,16.4,236,Clear
2025-01-12 18:00:00,Lucknow,36,83,1015,9.2,17.9,254,Fog
2025-01-12 19:00:00,Kolkata,31,56,1020,13.6,33.9,222,Sunny
2025-01-12 20:00:00,Pune,30,29,983,17.2,5.4,114,Cloudy
2025-01-12 21:00:00,Mumbai,21,70,999,21.9,118.1,127,Storm
2025-01-12 22:00:00,Jaipur,30,69,1004,7.0,26.0,153,Clear
2025-01-12 23:00:00,Pune,38,70,1025,12.3,35.9,93,Sunny
2025-01-13 00:00:00,Hyderabad,42,33,1029,23.5,80.3,80,Rainy
2025-01-13 01:00:00,Chennai,37,50,994,11.3,109.0,157,Fog
2025-01-13 02:00:00,Ahmedabad,22,49,1034,10.8,62.8,300,Clear
2025-01-13 03:00:00,Chennai,42,45,1035,0.6,14.8,268,Rainy
2025-01-13 04:00:00,Mumbai,33,93,1017,21.2,0.7,94,Cloudy
2025-01-13 05:00:00,Hyderabad,26,41,1030,9.9,89.8,303,Rainy
2025-01-13 06:00:00,Hyderabad,25,43,1017,2.1,58.3,139,Sunny
2025-01-13 07:00:00,Jaipur,34,75,1025,6.0,75.8,207,Cloudy
2025-01-13 08:00:00,Chennai,38,62,994,7.9,20.4,206,Cloudy
2025-01-13 09:00:00,Pune,29,50,1008,7.2,95.3,175,Storm
2025-01-13 10:00:00,Bengaluru,19,90,984,22.3,94.3,329,Clear
2025-01-13 11:00:00,Lucknow,34,44,1021,23.6,62.3,73,Fog
2025-01-13 12:00:00,Ahmedabad,35,83,996,11.6,109.2,212,Cloudy
2025-01-13 13:00:00,Hyderabad,40,77,1013,19.4,74.8,35,Storm
2025-01-13 14:00:00,Bengaluru,40,77,993,17.0,50.8,174,Rainy
2025-01-13 15:00:00,Pune,29,36,1006,23.4,99.8,32,Clear
2025-01-13 16:00:00,Mumbai,39,58,1019,12.3,14.7,229,Cloudy
2025-01-13 17:00:00,Ahmedabad,22,82,982,6.8,11.9,32,Storm
2025-01-13 18:00:00,Hyderabad,27,79,987,3.0,44.5,350,Storm
2025-01-13 19:00:00,Pune,42,54,991,1.9,9.2,201,Fog
2025-01-13 20:00:00,Lucknow,37,30,1031,19.1,64.1,231,Cloudy
2025-01-13 21:00:00,Kolkata,41,85,1018,2.2,115.0,172,Cloudy
2025-01-13 22:00:00,Bengaluru,28,91,1003,15.6,109.3,69,Fog
2025-01-13 23:00:00,Lucknow,18,43,1021,1.3,66.4,41,Sunny
2025-01-14 00:00:00,Lucknow,27,41,999,24.2,52.5,260,Storm
2025-01-14 01:00:00,Bengaluru,21,94,1032,12.0,19.2,328,Clear
2025-01-14 02:00:00,Chennai,27,79,980,4.3,59.3,77,Fog
2025-01-14 03:00:00,Kolkata,32,58,1031,10.6,69.4,345,Rainy
2025-01-14 04:00:00,Chennai,24,47,993,22.8,80.7,204,Rainy
2025-01-14 05:00:00,Lucknow,35,50,1007,24.5,67.7,277,Rainy
2025-01-14 06:00:00,Chennai,32,65,1010,4.7,16.3,48,Sunny
2025-01-14 07:00:00,Bengaluru,35,68,982,17.2,64.2,79,Rainy
2025-01-14 08:00:00,Chennai,33,82,1013,17.1,50.7,162,Cloudy
2025-01-14 09:00:00,Chennai,28,75,1007,23.7,117.1,229,Cloudy
2025-01-14 10:00:00,Chennai,20,59,1033,17.6,102.3,178,Rainy
2025-01-14 11:00:00,Hyderabad,30,76,981,3.0,33.8,295,Clear
2025-01-14 12:00:00,Pune,18,53,1029,22.0,67.8,217,Fog
2025-01-14 13:00:00,Delhi,32,35,1031,16.1,117.4,95,Sunny
2025-01-14 14:00:00,Hyderabad,31,36,1007,22.5,116.9,199,Rainy
2025-01-14 15:00:00,Jaipur,38,31,1025,1.2,111.3,264,Rainy
2025-01-14 16:00:00,Ahmedabad,26,59,993,10.6,101.9,288,Storm
2025-01-14 17:00:00,Hyderabad,23,36,999,17.8,104.8,111,Sunny
2025-01-14 18:00:00,Chennai,33,90,991,10.4,58.8,211,Clear
2025-01-14 19:00:00,Pune,31,94,998,23.9,36.7,202,Storm
2025-01-14 20:00:00,Delhi,31,92,1004,22.3,3.1,342,Clear
2025-01-14 21:00:00,Kolkata,32,37,985,0.6,35.7,84,Cloudy
2025-01-14 22:00:00,Chennai,26,48,1034,15.0,100.7,49,Clear
2025-01-14 23:00:00,Delhi,36,87,996,5.9,113.1,182,Storm
2025-01-15 00:00:00,Delhi,22,52,1005,15.5,79.2,350,Sunny
2025-01-15 01:00:00,Jaipur,35,32,991,17.3,86.3,273,Cloudy
2025-01-15 02:00:00,Lucknow,37,30,987,17.9,64.1,212,Cloudy
2025-01-15 03:00:00,Bengaluru,38,65,1029,16.9,110.6,127,Rainy
2025-01-15 04:00:00,Bengaluru,39,49,1033,7.1,87.5,181,Fog
2025-01-15 05:00:00,Jaipur,26,65,1002,5.1,56.1,327,Cloudy
2025-01-15 06:00:00,Bengaluru,26,40,1029,2.8,48.9,257,Rainy
2025-01-15 07:00:00,Chennai,33,26,1030,8.0,101.8,157,Cloudy
2025-01-15 08:00:00,Kolkata,25,65,1004,1.7,92.4,270,Cloudy
